,course_name,skills,ratings,difficulty,certification_type
304,ChatGPT for Beginners: Using AI for Market Research, Market Research,4.1,Beginner,Guided
305,Introduction to Data Analytics for Accounting Professionals," Data Analysis, Data Structures, Accounting, Data Visualization, Business Analysis, Data Management, Data Model, Big Data, Exploratory Data Analysis, Process Analysis",4.7,Beginner,Course
306,Generative Pre-trained Transformers (GPT)," Machine Learning, Natural Language Processing, Python Programming",4.5,Intermediate,Course
307,CertNexus Certified Ethical Emerging Technologist," Leadership and Management, Critical Thinking, Strategy and Operations, Human Learning, Machine Learning, Human Computer Interaction, Risk Management, Transportation Operations Management, Communication, Data Analysis Software, Human Resources, Organizational Development, People Development, Programming Principles, Project Management, Security Engineering, Visualization (Computer Graphics), Big Data, Business Process Management, Customer Analysis, Customer Relationship Management, Full-Stack Web Development, Generally Accepted Accounting Principles (GAAP), Operating Systems, Probability & Statistics, Product Development, Software Architecture, Data Analysis, Decision Making, Exploratory Data Analysis, Media Strategy & Planning, Statistical Machine Learning, Business Analysis, Entrepreneurship, General Statistics, Mathematics, Supply Chain and Logistics, Theoretical Computer Science, Data Warehousing, Marketing, Strategy, Front-End Web Development, Audit, Software Testing, Training",4.7,Beginner,Professional
308,Data Visualization with R," Data Analysis, Data Visualization, Interactive Data Visualization, Plot (Graphics), R Programming, Statistical Visualization, Visualization (Computer Graphics), Computer Programming, Visual Design, Statistical Programming, Data Science",4.6,Beginner,Course
309,Data Analysis Using Pyspark," Data Analysis, Python Programming",4.5,Intermediate,Guided
310,Distributed Computing with Spark SQL," Apache, Big Data, Databases, SQL, Data Management, Distributed Computing Architecture, Data Model, Data Analysis, Data Architecture, Data Analysis Software, Data Science",4.5,Intermediate,Course
311,Distributed Programming in SASÂ® ViyaÂ® for Data Analysts, Data Analysis,4.9,Beginner,Specialization
312,Data Storage in Microsoft Azure," Cloud Computing, Cloud Management, Cloud Storage, Data Management, Microsoft Azure, Cloud Platforms, Databases, Cloud-Based Integration, Data Model, Data Structures, Accounting",4.3,Intermediate,Course
313,DataOps Methodology," Data Management, Leadership and Management, Data Analysis, Data Architecture, Data Model",4.7,Beginner,Course
314,Econometrics: Methods and Applications," Econometrics, General Statistics, Regression",4.6,Mixed,Course
315,"Introduction to Data, Signal, and Image Analysis with MATLAB"," Data Analysis, Matlab, Data Visualization, Plot (Graphics), Visualization (Computer Graphics), Computer Graphics, Computer Programming, Mathematics, Statistical Machine Learning, Data Analysis Software",4.7,Intermediate,Course
316,Data Ecosystem," Data Architecture, Data Management, Leadership and Management",4.7,Beginner,Course
317,Microsoft Azure Machine Learning for Data Scientists," Algorithms, Applied Machine Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Microsoft Azure, Cloud Computing, Regression, Training",4.4,Intermediate,Course
318,Generative AI: Enhance your Data Analytics Career, Data Analysis,4.6,Intermediate,Course
319,Machine Learning Foundations: A Case Study Approach," Algorithms, Applied Machine Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Data Analysis, Machine Learning Software, Statistical Machine Learning, Python Programming, Computer Programming, Exploratory Data Analysis, Regression",4.6,Mixed,Course
320,Advanced Data Visualization with Tableau," Interactive Data Visualization, Tableau Software",4.9,Beginner,Course
321,Julia Scientific Programming," Computer Programming, Mathematics, Other Programming Languages, Computational Thinking, Data Visualization, Programming Principles",4.4,Beginner,Course
322,Doing More with SAS Programming," SAS (Software), Data Analysis, Statistical Programming, Data Analysis Software, Data Structures, Process Analysis, Statistical Analysis, Computational Logic, Problem Solving, Programming Principles",4.8,Intermediate,Course
323,Data Science for Health Research,Not Available,Not Available,Intermediate,Specialization
324,Research Data Management and Sharing," Data Management, Leadership and Management, Planning, Clinical Data Management, Data Analysis, Data Warehousing, Databases, Regulations and Compliance, Research and Design, User Research",4.7,Mixed,Course
325,Inferential Statistical Analysis with Python," General Statistics, Probability & Statistics, Statistical Analysis, Basic Descriptive Statistics, Data Analysis, Statistical Tests, Probability Distribution, Mathematics, Python Programming, Statistical Programming",4.6,Intermediate,Course
326,Bayesian Statistics: Techniques and Models," Probability & Statistics, Bayesian Statistics, Probability Distribution, R Programming, Statistical Programming, Regression, General Statistics, Machine Learning",4.8,Intermediate,Course
327,Data Science in Health Technology Assessment,Not Available,Not Available,Intermediate,Course
328,Practical Time Series Analysis," Probability & Statistics, General Statistics, Correlation And Dependence, R Programming, Statistical Analysis, Data Analysis, Forecasting, Statistical Visualization, Statistical Programming, Plot (Graphics)",4.6,Intermediate,Course
329,Production Machine Learning Systems," Cloud Computing, Human Learning, Machine Learning, Tensorflow",4.6,Advanced,Course
330,Data Visualization," Data Visualization, Data Visualization Software",4.5,Mixed,Course
331,"Applied Plotting, Charting & Data Representation in Python"," Computer Graphics, Computer Programming, Data Visualization, Plot (Graphics), Python Programming",4.5,Intermediate,Course
332,Security for Artificial Intelligence Software and Services,Not Available,Not Available,Intermediate,Course
333,Guided Tour of Machine Learning in Finance," Machine Learning, Human Learning, Algorithms, Finance, Machine Learning Algorithms, Regression, Statistical Machine Learning, Applied Machine Learning, Artificial Neural Networks, Deep Learning, Tensorflow",3.8,Intermediate,Course
334,Probabilistic Graphical Models 3: Learning," Bayesian Network, Machine Learning, Probability & Statistics, Human Learning, Algorithms",4.6,Advanced,Course
335,Code Free Data Science," Data Analysis, Big Data, Data Analysis Software, Data Management, Data Mining, Machine Learning, Algorithms, Data Model, Data Visualization Software, Decision Making",4.3,Beginner,Course
336,Getting and Cleaning Data," Computer Programming, Data Analysis, Data Management, Databases, Exploratory Data Analysis, Extract, Transform, Load, R Programming, Statistical Programming, Data Mining, Data Structures",4.5,Mixed,Course
337,Predicting Credit Card Fraud with R," Data Analysis, Machine Learning, R Programming",4.4,Intermediate,Guided
338,"Generative AI: Impact, Considerations, and Ethical Issues", Machine Learning,4.7,Beginner,Course
339,Geospatial Analysis with ArcGIS,Not Available,4.4,Intermediate,Course
340,Getting Started with SAS Visual Analytics," Business Analysis, Data Analysis, Data Management, Data Visualization, Data Visualization Software, Exploratory Data Analysis, Interactive Data Visualization, SAS (Software), Statistical Visualization",4.7,Beginner,Course
341,Experimentation for Improvement," Data Analysis, Experiment, Probability & Statistics, General Statistics, Mathematics, R Programming, Correlation And Dependence, Decision Making, Plot (Graphics), Process Analysis",4.8,Intermediate,Course
342,Python and Pandas for Data Engineering," Computer Programming, Python Programming, Programming Principles, Big Data, Computational Logic, Computer Programming Tools, Data Analysis, Data Structures, Problem Solving",4.6,Beginner,Course
343,Applied Calculus with Python," Mathematics, Algebra, Data Analysis",4.8,Intermediate,Course
344,Data Integration with Microsoft Azure Data Factory," Cloud Platforms, Data Management, Extract, Transform, Load, Microsoft Azure, Cloud Computing, Cloud-Based Integration, Data Architecture, Data Warehousing, Continuous Delivery, Continuous Integration",3.9,Intermediate,Course
345,Data Science with R - Capstone Project," Data Analysis, R Programming, Computer Programming, Data Management, Data Visualization, Plot (Graphics), Basic Descriptive Statistics, Databases, Extract, Transform, Load, General Statistics, Exploratory Data Analysis, Data Science",4.5,Intermediate,Course
346,Statistics for Genomic Data Science," Bioinformatics, General Statistics, R Programming, Statistical Analysis, Statistical Tests, Biostatistics, Data Analysis, Probability & Statistics, Correlation And Dependence, Statistical Programming",4.2,Mixed,Course
347,Inferential Statistics," Probability & Statistics, Statistical Tests, General Statistics, Correlation And Dependence, R Programming, Regression, Statistical Programming, Experiment",4.3,Mixed,Course
348,Applied Text Mining in Python," Natural Language Processing, Python Programming, Machine Learning, Data Analysis, Data Mining, Applied Machine Learning, Machine Learning Algorithms, Algorithms, Exploratory Data Analysis, Human Learning",4.2,Intermediate,Course
349,Build Dashboards in Power BI," Data Visualization, Extract, Transform, Load, Power BI",4.3,Intermediate,Guided
350,Generative AI: Elevate Your Data Science Career," Data Analysis, Data Science",4.8,Intermediate,Course
351,Deep Learning for Computer Vision," Computer Vision, Deep Learning, Matlab",Not Available,Beginner,Specialization
352,Experimental Design Basics," Experiment, General Statistics, Probability & Statistics, Statistical Analysis, Statistical Tests, Data Analysis, Research and Design, Basic Descriptive Statistics, Probability Distribution, Statistical Visualization",4.7,Intermediate,Course
